,Object Name,Object Classification,Epoch (TDB),Orbit Axis (AU),Orbit Eccentricity,Orbit Inclination (deg),Perihelion Argument (deg),Node Longitude (deg),Mean Anomoly (deg),Perihelion Distance (AU),Aphelion Distance (AU),Orbital Period (yr),Minimum Orbit Intersection Distance (AU),Orbital Reference,Asteroid Magnitude,Close-Approach (CA) Date,CA DistanceNominal (au),CA DistanceMinimum (au),V relative(km/s),V infinity(km/s),H(mag),Diameter,Rarity,PHA
240,2014 TN17,Apollo Asteroid (Hazard),57800.0,2.2595,0.7007,16.2015,105.1286,1.6008,232.9732,0.6763,3.84,3.4,0.0108,15.0,21.5,1906-Mar-21 16:49 ±    00:02,0.04537,0.04535,19.25,19.24,21.5,0.3,1.0,True
242,2011 UH20,Apollo Asteroid (Hazard),57800.0,1.231,0.336,35.7787,257.1638,21.6314,24.0136,0.8174,1.64,1.37,0.0122,14.0,21.0,1906-Apr-11 21:01 ±    00:09,0.01207,0.01201,21.09,21.08,21.1,0.36,2.0,True
244,2001 GQ2,Apollo Asteroid (Hazard),57800.0,1.2144,0.503,21.8222,280.2934,37.1441,251.0574,0.6035,1.83,1.34,0.0055,81.0,20.1,1906-Apr-25 07:33 ± < 00:01,0.03198,0.03197,20.12,20.12,20.3,0.51,1.0,True
245,2012 NN,Apollo Asteroid (Hazard),57800.0,2.5772,0.6269,4.6267,6.2973,237.5505,48.7726,0.9616,4.19,4.14,0.0276,31.0,20.9,1906-May-11 00:44 ±    03:47,0.04778,0.04764,9.81,9.81,20.9,0.39,1.0,True
247,2009 HV2,Apollo Asteroid (Hazard),57800.0,1.641,0.4992,6.7276,260.9963,38.0099,223.0885,0.8219,2.46,2.1,0.0334,24.0,21.3,1906-May-12 12:49 ±    00:35,0.03242,0.03228,13.79,13.79,21.3,0.33,1.0,True
258,2016 TA57,Aten Asteroid (Hazard),57800.0,0.8993,0.5415,30.0143,129.202,33.594,57.4838,0.4124,1.39,0.85,0.0168,6.0,20.8,1906-Oct-24 14:54 ± < 00:01,0.03716,0.03716,21.96,21.96,20.8,0.324,1.0,True
261,2010 CL19,Apollo Asteroid (Hazard),57800.0,1.5429,0.6455,7.3124,76.7601,243.8442,270.9822,0.5469,2.54,1.92,0.0116,81.0,17.9,1906-Nov-18 12:15 ±    00:14,0.04687,0.0467,19.49,19.49,17.8,0.631,2.0,True
269,2005 TS15,Apollo Asteroid (Hazard),57800.0,1.2605,0.353,33.9982,106.0811,16.2308,300.3515,0.8156,1.71,1.42,0.0039,20.0,21.1,1907-Apr-05 18:13 ± < 00:01,0.01142,0.01142,19.91,19.89,21.0,0.37,2.0,True
270,2003 WH166,Apollo Asteroid (Hazard),57800.0,1.9366,0.5565,0.6924,328.7557,186.1666,298.4312,0.859,3.01,2.7,0.0046,33.0,22.0,1907-Apr-11 07:20 ±    00:14,0.04448,0.04442,10.79,10.78,22.0,0.24,1.0,True
271,2003 GR22,Apollo Asteroid (Hazard),52738.0,1.5554,0.612,6.2054,276.4657,23.7236,331.1868,0.6035,2.51,1.94,0.0067,7.0,21.93,1907-Apr-14 15:43 ± < 00:01,0.03924,0.03924,20.27,20.27,22.0,0.24,1.0,True
272,2006 HV5,Aten Asteroid (Hazard),57800.0,0.8423,0.3163,32.0022,317.5424,35.967,248.5228,0.5759,1.11,0.77,0.0154,29.0,19.7,1907-Apr-25 21:25 ± < 00:01,0.01948,0.01947,17.33,17.32,19.7,0.383,2.0,True
274,2001 SG286,Apollo Asteroid (Hazard),57800.0,1.3583,0.3471,7.7709,56.1959,241.1994,293.1924,0.8868,1.83,1.58,0.0051,19.0,20.9,1907-May-20 05:50 ±    00:11,0.0073,0.0073,9.81,9.77,20.9,0.39,2.0,True
275,2013 NV,Aten Asteroid (Hazard),57800.0,0.9585,0.511,29.2907,227.7994,275.6215,21.092,0.4686,1.45,0.94,0.0394,40.0,20.2,1907-Jun-24 01:12 ± < 00:01,0.04263,0.04263,19.88,19.88,20.2,0.54,1.0,True
279,2008 BD15,Apollo Asteroid (Hazard),57800.0,1.0787,0.1399,32.1696,113.5889,130.3539,288.3149,0.9279,1.23,1.12,0.012,24.0,20.6,1907-Aug-04 02:52 ±    00:44,0.02597,0.02534,17.28,17.27,20.6,0.45,1.0,True
280,2008 CS1,Apollo Asteroid (Hazard),57800.0,1.2306,0.3724,29.8507,94.9834,134.1361,178.2623,0.7723,1.69,1.37,0.0107,18.0,20.1,1907-Aug-06 20:42 ± < 00:01,0.0185,0.0185,19.07,19.06,20.1,0.57,2.0,True
281,2003 EF54,Apollo Asteroid (Hazard),57800.0,1.6091,0.4728,2.951,353.6845,268.5131,264.4544,0.8483,2.37,2.04,0.0418,62.0,20.0,1907-Aug-10 23:59 ±    00:06,0.04822,0.0482,11.08,11.07,20.1,0.57,1.0,True
289,1998 KM3,Apollo Asteroid (Hazard),57800.0,1.6719,0.6112,4.6588,85.146,263.1906,200.5185,0.65,2.69,2.16,0.0027,38.0,19.8,1907-Dec-06 02:42 ± < 00:01,0.03581,0.03581,19.02,19.02,19.9,0.62,1.0,True
292,2015 AH,Aten Asteroid (Hazard),57800.0,0.9069,0.2404,14.0747,70.5814,255.3422,274.8137,0.6889,1.12,0.86,0.0394,21.0,21.5,1907-Dec-14 08:41 ± < 00:01,0.03806,0.03806,10.29,10.28,21.6,0.29,1.0,True
293,2010 XC15,Aten Asteroid (Hazard),57800.0,0.7351,0.4166,8.3836,157.6331,94.4829,121.9616,0.4289,1.04,0.63,0.0025,26.0,21.4,1907-Dec-25 20:45 ±    01:17,0.01688,0.01644,9.56,9.54,21.4,0.3,2.0,True
300,2015 EO61,Apollo Asteroid (Hazard),57800.0,1.4553,0.7342,1.9788,261.3176,43.6837,346.7699,0.3869,2.52,1.76,0.0101,11.0,21.5,1908-Mar-26 08:08 ± < 00:01,0.04484,0.04483,26.2,26.2,21.4,0.31,1.0,True
302,2002 AW,Apollo Asteroid (Hazard),57800.0,1.0707,0.2562,0.5716,118.8703,162.3775,72.4405,0.7963,1.34,1.11,0.0048,52.0,20.8,1908-Apr-02 05:14 ±    00:01,0.02655,0.02653,7.29,7.28,20.8,0.41,1.0,True
303,2002 JX8,Aten Asteroid (Hazard),57800.0,0.77,0.3053,4.3149,338.1399,68.6055,119.4511,0.535,1.01,0.68,0.0202,16.0,20.3,1908-May-04 20:09 ± 1_10:01,0.03655,0.03498,5.13,5.11,20.4,0.49,1.0,True
304,2001 XP31,Apollo Asteroid (Hazard),57800.0,1.1477,0.3867,6.1453,81.7811,241.2965,192.5266,0.7038,1.59,1.23,0.0115,5.0,21.8,1908-May-08 11:08 ±    00:02,0.02699,0.02698,12.66,12.65,22.2,0.22,1.0,True
305,2015 WG9,Apollo Asteroid (Hazard),57800.0,2.0325,0.6916,34.3665,89.9813,239.459,170.074,0.6268,3.44,2.9,0.0301,24.0,20.3,1908-May-23 21:12 ± < 00:01,0.02425,0.02425,26.47,26.47,20.4,0.52,2.0,True
306,2001 LD,Apollo Asteroid (Hazard),52067.0,1.4153,0.3738,30.0532,114.0187,79.3559,28.9238,0.8863,1.94,1.68,0.0359,14.0,20.1,1908-Jun-07 07:00 ± < 00:01,0.04086,0.04086,17.99,17.99,20.4,0.49,1.0,True
307,2009 OF,Apollo Asteroid (Hazard),57800.0,2.3528,0.599,9.3732,218.0494,126.906,22.6299,0.9436,3.76,3.61,0.0061,23.0,21.5,1908-Jul-25 00:31 ± 3_22:42,0.04454,0.01261,13.0,13.0,21.5,0.3,1.0,True
309,2001 EB18,Apollo Asteroid (Hazard),57800.0,1.053,0.1837,50.0627,101.918,155.4815,197.4314,0.8596,1.25,1.08,0.028,28.0,19.3,1908-Aug-29 04:41 ± < 00:01,0.0344,0.0344,26.23,26.23,19.4,0.78,2.0,True
316,2008 XM,Apollo Asteroid (Hazard),57800.0,1.2222,0.9091,5.4469,27.3619,240.6317,58.7864,0.1111,2.33,1.35,0.0048,27.0,20.0,1908-Nov-20 19:10 ±    00:03,0.04535,0.04529,35.52,35.52,20.0,0.376,1.0,True
319,1998 WT24,Aten Asteroid (Hazard),55098.0,0.7185,0.4179,7.3419,167.2951,81.999,126.4682,0.4182,1.02,0.61,0.01,166.0,17.9,1908-Dec-16 12:44 ±    00:04,0.0091,0.00909,8.97,8.93,18.0,0.46,3.0,True
320,2002 CQ11,Aten Asteroid (Hazard),57800.0,0.9785,0.4283,2.4633,272.7838,81.3563,265.3433,0.5594,1.4,0.97,0.0193,101.0,20.0,1909-Jan-09 08:18 ±    00:05,0.01897,0.01894,13.12,13.1,20.1,0.27699999999999997,2.0,True
324,2000 RW37,Apollo Asteroid (Hazard),57800.0,1.2475,0.2501,13.7468,133.2382,333.3331,191.6486,0.9354,1.56,1.39,0.0079,54.0,19.9,1909-Feb-24 06:55 ± < 00:01,0.04632,0.04631,9.83,9.83,20.0,0.342,1.0,True
325,2009 CB3,Apollo Asteroid (Hazard),57800.0,1.0648,0.7237,21.5194,229.4383,158.7958,156.4254,0.2942,1.84,1.1,0.0111,40.0,19.4,1909-Feb-27 05:56 ±    00:04,0.03397,0.03389,24.5,24.5,19.6,0.7,1.0,True
326,1999 FA,Apollo Asteroid (Hazard),57800.0,1.078,0.1326,12.0286,296.9742,166.1247,60.242,0.935,1.22,1.12,0.006,53.0,20.7,1909-Mar-06 12:35 ±    00:42,0.01124,0.0108,7.2,7.16,20.7,0.43,2.0,True
329,2003 HF2,Apollo Asteroid (Hazard),57800.0,1.1135,0.6755,3.0542,230.8936,189.9926,7.8477,0.3613,1.87,1.17,0.0032,59.0,19.4,1909-Mar-28 04:35 ±    00:03,0.04729,0.04724,23.03,23.03,19.4,0.646,1.0,True
331,2003 FG,Apollo Asteroid (Hazard),57800.0,1.2416,0.7149,15.6629,312.8685,7.0286,331.4864,0.354,2.13,1.38,0.0432,38.0,19.7,1909-Apr-04 01:53 ± < 00:01,0.04105,0.04105,25.66,25.65,19.7,0.67,1.0,True
333,2012 TP139,Apollo Asteroid (Hazard),57800.0,1.4676,0.4646,2.3411,3.2773,271.834,215.3612,0.7857,2.15,1.78,0.038,21.0,20.3,1909-Apr-11 05:36 ± < 00:01,0.04409,0.04409,13.54,13.54,20.2,0.53,1.0,True
335,2016 LW9,Apollo Asteroid (Hazard),57546.0,1.1155,0.7335,10.831,231.9103,227.1141,78.5466,0.2972,1.93,1.18,0.0124,3.0,22.0,1909-May-12 14:49 ± < 00:01,0.03865,0.03865,25.9,25.9,22.1,0.22,1.0,True
340,2016 NL56,Apollo Asteroid (Hazard),57582.0,1.3085,0.5767,4.3327,77.1274,18.5962,240.2452,0.5539,2.06,1.5,0.0,3.0,19.36,1909-Aug-27 12:56 ±    00:02,0.02618,0.02616,16.8,16.8,20.9,0.39,1.0,True
341,2006 BC10,Apollo Asteroid (Hazard),57800.0,2.0157,0.6584,0.9298,233.962,21.273,257.9178,0.6886,3.34,2.86,0.0064,76.0,19.4,1909-Aug-27 23:34 ±    00:11,0.02367,0.02357,19.2,19.19,19.5,0.74,2.0,True
343,2007 RF2,Apollo Asteroid (Hazard),57800.0,1.7307,0.6643,6.0649,83.2549,12.2543,25.1216,0.581,2.88,2.28,0.0073,19.0,20.7,1909-Sep-27 14:37 ±    00:11,0.04971,0.04961,18.56,18.56,20.7,0.43,1.0,True
344,1998 ST27,Aten Asteroid (Hazard),57800.0,0.8194,0.53,21.0583,322.4682,197.5574,156.4204,0.3851,1.25,0.74,0.0104,71.0,19.5,1909-Oct-11 13:58 ± < 00:01,0.01426,0.01426,17.5,17.49,19.6,0.8059999999999999,2.0,True
346,2007 TS19,Apollo Asteroid (Hazard),57800.0,1.0838,0.5004,15.6315,117.9994,24.2052,38.4798,0.5415,1.63,1.13,0.028,29.0,20.6,1909-Oct-22 19:00 ± < 00:01,0.02976,0.02975,16.5,16.49,20.6,0.45,1.0,True
348,2015 GY,Apollo Asteroid (Hazard),57800.0,1.068,0.2001,11.8063,108.6514,207.7824,147.8373,0.8543,1.28,1.1,0.0224,39.0,21.7,1909-Oct-27 00:32 ±    00:04,0.03161,0.03159,9.34,9.33,21.7,0.19399999999999998,1.0,True
355,2004 BL86,Apollo Asteroid (Hazard),57800.0,1.5024,0.4025,23.7742,311.4436,126.7072,62.2191,0.8977,2.11,1.84,0.0083,89.0,19.3,1910-Jan-29 01:45 ± < 00:01,0.04857,0.04857,16.43,16.42,19.3,0.82,1.0,True
358,2000 EE104,Apollo Asteroid (Hazard),55313.0,1.0048,0.2934,5.242,280.9061,25.9274,275.8353,0.71,1.3,1.01,0.0086,155.0,20.3,1910-Apr-10 05:29 ± < 00:01,0.04109,0.04108,10.94,10.93,20.5,0.48,1.0,True
359,2007 DS84,Amor Asteroid (Hazard),57800.0,1.8662,0.4469,8.9139,172.7785,30.6339,310.2295,1.0323,2.7,2.55,0.0297,53.0,20.8,1910-Apr-11 14:44 ±    00:09,0.04684,0.04682,7.54,7.53,20.8,0.41,1.0,True
360,2013 GA80,Apollo Asteroid (Hazard),57800.0,1.1737,0.1534,32.1826,133.1258,29.127,40.2538,0.9936,1.35,1.27,0.0324,13.0,21.5,1910-Apr-18 05:49 ±    00:02,0.03541,0.03539,16.92,16.92,21.5,0.3,1.0,True
371,2010 VZ,Apollo Asteroid (Hazard),57800.0,2.4462,0.5917,8.463,215.5964,181.9619,225.8204,0.9987,3.89,3.83,0.0448,28.0,19.3,1910-Oct-01 23:15 ±    00:08,0.03997,0.03995,10.27,10.26,19.3,0.509,1.0,True
375,2007 SQ6,Apollo Asteroid (Hazard),57800.0,1.043,0.1455,9.1018,283.7485,191.4164,193.9122,0.8912,1.19,1.07,0.01,18.0,21.9,1910-Oct-12 23:09 ± 1_21:38,0.03627,0.03625,5.84,5.83,21.9,0.25,1.0,True
382,2000 AZ93,Aten Asteroid (Hazard),57800.0,0.7466,0.3602,8.5789,8.0313,277.4305,355.1541,0.4776,1.02,0.65,0.022,31.0,21.0,1911-Jan-06 21:52 ± < 00:01,0.03994,0.03994,7.77,7.77,21.2,0.14200000000000002,1.0,True
384,2008 EP6,Apollo Asteroid (Hazard),57800.0,1.2093,0.2933,17.7201,130.3198,303.2831,316.168,0.8546,1.56,1.33,0.0472,34.0,19.4,1911-Jan-27 00:27 ± < 00:01,0.04734,0.04734,11.89,11.88,19.3,0.82,1.0,True
388,2016 EF28,Apollo Asteroid (Hazard),57800.0,1.87,0.6579,5.1508,291.7682,144.1783,154.4086,0.6398,3.1,2.56,0.0237,22.0,21.7,1911-Mar-01 18:18 ±    00:03,0.04307,0.04303,19.84,19.84,21.7,0.27,1.0,True
389,2012 DJ61,Aten Asteroid (Hazard),57800.0,0.9177,0.5153,53.6304,311.9501,346.2811,122.3014,0.4448,1.39,0.88,0.0286,18.0,19.9,1911-Mar-06 21:58 ±    00:03,0.03819,0.03814,29.42,29.42,19.9,0.63,1.0,True
396,2009 FU23,Aten Asteroid (Hazard),57800.0,0.8372,0.282,13.8998,315.1625,57.8047,277.7127,0.6011,1.07,0.77,0.0338,27.0,20.0,1911-May-13 05:53 ± < 00:01,0.0475,0.0475,10.51,10.51,20.1,0.57,1.0,True
398,2008 DG5,Apollo Asteroid (Hazard),57800.0,1.2558,0.2426,5.7066,59.664,244.0469,5.1933,0.9511,1.56,1.41,0.0188,42.0,19.6,1911-Jun-08 01:11 ±    00:03,0.02982,0.02981,5.93,5.92,19.7,0.69,2.0,True
399,2004 UR1,Apollo Asteroid (Hazard),57800.0,2.1756,0.6159,4.0775,73.35,251.0105,318.857,0.8357,3.52,3.21,0.0193,20.0,20.5,1911-Jun-18 06:40 ±    00:02,0.0177,0.01769,14.08,14.07,20.5,0.47,2.0,True
405,1996 EN,Apollo Asteroid (Hazard),57800.0,1.5064,0.4303,37.9741,125.1259,164.1449,37.409,0.8582,2.15,1.85,0.0207,78.0,16.3,1911-Sep-08 13:52 ± < 00:01,0.02565,0.02565,23.24,23.23,16.3,1.8290000000000002,3.0,True
409,2002 NV16,Apollo Asteroid (Hazard),57800.0,1.2373,0.2198,3.5014,179.217,183.336,167.2561,0.9653,1.51,1.38,0.0277,87.0,21.4,1911-Oct-15 12:01 ±    00:03,0.02861,0.02861,4.44,4.41,21.4,0.31,1.0,True
411,2005 SE71,Apollo Asteroid (Hazard),57800.0,1.0694,0.1945,24.8307,78.2344,39.1352,47.5667,0.8613,1.28,1.11,0.0017,57.0,18.2,1911-Oct-31 01:01 ± < 00:01,0.04273,0.04272,14.53,14.53,18.2,0.571,2.0,True
416,2005 GC120,Apollo Asteroid (Hazard),57800.0,1.1938,0.4976,16.5324,258.2569,67.9737,316.9147,0.5998,1.79,1.3,0.0063,53.0,19.6,1911-Dec-01 05:11 ± < 00:01,0.04945,0.04945,19.18,19.18,19.6,0.978,1.0,True
417,2010 TH19,Apollo Asteroid (Hazard),57800.0,1.4643,0.3101,6.8263,201.413,254.2468,160.0829,1.0102,1.92,1.77,0.0369,37.0,20.5,1911-Dec-12 18:38 ±    00:03,0.03539,0.03539,5.45,5.44,20.5,0.597,1.0,True
419,2006 XD2,Apollo Asteroid (Hazard),57800.0,1.2668,0.4252,3.561,109.4851,65.6311,1.254,0.7282,1.81,1.43,0.0177,46.0,21.1,1911-Dec-22 08:55 ±    00:10,0.02662,0.02658,12.68,12.68,21.1,0.35,1.0,True
420,2010 BB,Aten Asteroid (Hazard),57800.0,0.8203,0.2773,10.0276,28.9439,279.8008,326.7086,0.5928,1.05,0.74,0.0115,56.0,20.2,1912-Jan-03 16:24 ± < 00:01,0.04357,0.04357,7.41,7.4,20.3,0.52,1.0,True
422,2010 XC25,Apollo Asteroid (Hazard),57800.0,1.7432,0.5282,2.9768,237.1543,304.0377,215.578,0.8224,2.66,2.3,0.0011,30.0,20.9,1912-Jan-18 22:52 ± 2_05:33,0.04459,0.01703,14.05,14.05,20.9,0.39,1.0,True
427,2000 EW70,Aten Asteroid (Hazard),57800.0,0.9377,0.3213,5.4317,125.619,178.1669,135.0037,0.6364,1.24,0.91,0.0102,56.0,21.3,1912-Mar-23 21:25 ±    00:03,0.02107,0.02093,10.83,10.82,21.6,0.35,1.0,True
435,2007 WV4,Apollo Asteroid (Hazard),57800.0,1.4855,0.4407,38.3439,297.6358,249.9076,327.5305,0.8308,2.14,1.81,0.0177,42.0,19.3,1912-Jun-02 17:38 ± < 00:01,0.04419,0.04419,23.65,23.65,19.7,1.055,1.0,True
438,2002 NY40,Apollo Asteroid (Hazard),57800.0,2.0489,0.7092,5.8924,268.9543,146.0702,323.4474,0.5958,3.5,2.93,0.0008,63.0,19.0,1912-Aug-17 22:09 ±    00:01,0.02276,0.02275,20.41,20.4,19.0,0.94,2.0,True
439,2007 XJ16,Apollo Asteroid (Hazard),57800.0,2.257,0.5558,6.2391,32.852,309.1599,299.4773,1.0025,3.51,3.39,0.0269,16.0,18.6,1912-Aug-21 16:53 ±    00:07,0.03842,0.03841,8.48,8.47,19.1,0.9,2.0,True
440,2001 FA58,Apollo Asteroid (Hazard),57800.0,2.2555,0.7194,8.2147,114.4392,155.9181,227.8655,0.6329,3.88,3.39,0.0428,9.0,21.6,1912-Sep-11 09:09 ±    00:01,0.01182,0.01182,20.57,20.56,21.4,0.31,2.0,True
442,2016 QE45,Apollo Asteroid (Hazard),57800.0,1.2541,0.5259,4.8608,95.6591,19.0313,47.2263,0.5946,1.91,1.4,0.0063,11.0,21.7,1912-Oct-07 20:53 ±    00:06,0.01785,0.01778,15.52,15.51,21.8,0.26,1.0,True
443,2005 GE59,Apollo Asteroid (Hazard),57800.0,2.1102,0.6007,16.0943,242.8507,194.904,15.7918,0.8426,3.38,3.07,0.0346,112.0,18.0,1912-Oct-16 20:29 ±    00:01,0.04579,0.04578,14.95,14.95,18.1,0.794,2.0,True
444,2006 SF6,Aten Asteroid (Hazard),57800.0,0.9492,0.2805,5.8665,305.6351,228.1092,280.4435,0.6829,1.22,0.92,0.0193,48.0,20.0,1912-Nov-19 15:29 ± < 00:01,0.01976,0.01974,8.2,8.18,20.0,0.6,2.0,True
446,2014 WZ120,Apollo Asteroid (Hazard),57800.0,2.2138,0.6383,20.9177,245.1839,244.8946,228.9798,0.8008,3.63,3.29,0.0304,17.0,20.5,1912-Nov-30 16:28 ±    01:07,0.0208,0.02035,19.17,19.17,20.5,0.372,2.0,True
447,2007 VM184,Apollo Asteroid (Hazard),57800.0,1.1821,0.5233,23.2773,110.1518,65.7735,11.1198,0.5635,1.8,1.29,0.0335,31.0,20.9,1912-Dec-01 08:06 ± < 00:01,0.0296,0.0296,19.7,19.7,21.0,0.38,1.0,True
448,2016 PZ39,Apollo Asteroid (Hazard),57800.0,2.2687,0.7865,4.2413,118.2171,79.7709,75.4676,0.4843,4.05,3.42,0.0242,6.0,19.4,1912-Dec-30 11:03 ±    00:05,0.02409,0.02403,24.28,24.27,19.4,0.79,2.0,True
450,2003 YS17,Aten Asteroid (Hazard),57800.0,0.9308,0.3132,6.5213,134.6646,99.0011,125.2821,0.6392,1.22,0.9,0.0308,34.0,21.6,1913-Jan-14 23:54 ±    00:04,0.03064,0.03063,9.97,9.96,21.6,0.28,1.0,True
463,2007 ML24,Aten Asteroid (Hazard),57800.0,0.7586,0.3586,33.4386,201.4568,281.8919,70.6015,0.4865,1.03,0.66,0.0226,9.0,19.3,1913-Jul-04 07:59 ± < 00:01,0.02802,0.02802,16.97,16.96,19.3,0.81,2.0,True
464,2004 CL,Apollo Asteroid (Hazard),57800.0,1.2844,0.5363,13.3065,274.5687,109.465,27.8923,0.5955,1.97,1.46,0.0231,28.0,20.5,1913-Jul-06 19:08 ± < 00:01,0.03152,0.03152,17.31,17.3,20.6,0.46,1.0,True
465,2006 BQ6,Apollo Asteroid (Hazard),57800.0,1.4718,0.4047,12.9964,304.7248,307.6721,351.1112,0.8761,2.07,1.79,0.0089,93.0,19.7,1913-Jul-30 20:41 ± < 00:01,0.0184,0.0184,11.81,11.79,19.8,0.67,2.0,True
468,2012 GV17,Apollo Asteroid (Hazard),57800.0,1.6417,0.459,11.0417,311.8088,6.7972,42.7665,0.8881,2.4,2.1,0.0047,25.0,21.1,1913-Sep-30 06:53 ±    00:49,0.00561,0.0053,12.09,12.05,21.1,0.36,3.0,True
469,2007 US12,Aten Asteroid (Hazard),57800.0,0.9061,0.5146,8.8053,44.6315,211.1165,10.0667,0.4398,1.37,0.86,0.0139,21.0,22.0,1913-Oct-19 08:24 ±    00:03,0.0211,0.02102,16.74,16.73,22.1,0.22,1.0,True
471,2004 UU1,Apollo Asteroid (Hazard),57800.0,1.2262,0.2736,29.9623,113.597,217.7865,62.5891,0.8908,1.56,1.36,0.0276,12.0,21.1,1913-Oct-28 22:34 ± < 00:01,0.03663,0.03663,17.2,17.2,21.3,0.33,1.0,True
474,2004 TP1,Apollo Asteroid (Hazard),57800.0,1.2902,0.389,7.4845,87.7275,30.1095,100.9318,0.7883,1.79,1.47,0.0282,24.0,20.7,1913-Nov-06 04:08 ± < 00:01,0.0463,0.0463,10.0,9.99,20.8,0.42,1.0,True
477,2011 OV18,Apollo Asteroid (Hazard),57800.0,1.6306,0.4393,16.9272,148.894,271.3397,182.8057,0.9143,2.35,2.08,0.0232,13.0,19.7,1913-Dec-28 23:31 ±    00:02,0.04055,0.04054,13.26,13.25,19.7,0.68,1.0,True
479,2012 OQ,Apollo Asteroid (Hazard),57800.0,1.1907,0.395,7.0976,100.6214,294.121,137.0962,0.7203,1.66,1.3,0.0151,28.0,21.9,1914-Jan-22 00:32 ± < 00:01,0.0395,0.0395,13.24,13.24,21.9,0.25,1.0,True
481,2015 RH2,Apollo Asteroid (Hazard),57800.0,1.2177,0.2665,5.3508,115.3054,332.5067,315.5478,0.8932,1.54,1.34,0.0113,41.0,21.9,1914-Feb-10 00:16 ±    00:02,0.03608,0.03608,6.02,6.01,22.0,0.24,1.0,True
486,1994 UG,Apollo Asteroid (Hazard),57800.0,1.2392,0.2927,5.2148,225.4145,13.6364,202.458,0.8765,1.6,1.38,0.0239,68.0,21.1,1914-Mar-16 11:16 ±    00:01,0.03969,0.03969,9.2,9.19,21.1,0.35,1.0,True
489,2001 US16,Apollo Asteroid (Hazard),57800.0,1.356,0.2529,1.9052,67.092,175.9643,24.9794,1.0131,1.7,1.58,0.0286,155.0,20.2,1914-May-09 20:06 ±    00:02,0.02753,0.02753,4.02,4.0,20.3,0.52,2.0,True
490,1999 KW4,Aten Asteroid (Hazard),57800.0,0.6423,0.6885,38.8838,192.6192,244.916,336.0257,0.2001,1.08,0.51,0.0134,153.0,16.5,1914-May-25 04:22 ± < 00:01,0.03756,0.03755,21.55,21.55,16.6,1.357,2.0,True
491,2001 KB67,Aten Asteroid (Hazard),57800.0,0.9629,0.3798,17.1379,243.8713,245.9219,308.411,0.5972,1.33,0.94,0.0141,33.0,19.9,1914-May-29 19:20 ± < 00:01,0.01717,0.01717,14.09,14.08,19.9,0.62,2.0,True
492,2005 LX36,Apollo Asteroid (Hazard),57800.0,1.0299,0.5753,32.9777,239.1124,252.7744,125.7505,0.4374,1.62,1.05,0.0226,15.0,20.8,1914-Jun-04 11:05 ± < 00:01,0.02375,0.02374,23.1,23.09,20.8,0.41,1.0,True
493,2004 JQ1,Apollo Asteroid (Hazard),57800.0,1.1938,0.4501,32.8275,272.631,77.0836,212.0319,0.6565,1.73,1.3,0.0325,28.0,20.0,1914-Jun-06 20:49 ± < 00:01,0.03989,0.03989,21.29,21.28,20.1,0.57,1.0,True
495,2012 XJ134,Apollo Asteroid (Hazard),57800.0,2.5657,0.7379,2.4641,124.3467,237.1744,17.257,0.6725,4.46,4.11,0.0142,16.0,21.5,1914-Jul-04 01:16 ± 7_17:31,0.0192,0.00364,19.67,19.66,21.5,0.3,1.0,True
498,2009 CN5,Apollo Asteroid (Hazard),57800.0,1.5451,0.4654,11.9128,53.1309,349.7896,100.7433,0.826,2.26,1.92,0.0344,23.0,20.0,1914-Sep-03 22:28 ±    00:04,0.03849,0.03849,13.0,13.0,19.9,0.61,1.0,True
502,2011 TX8,Aten Asteroid (Hazard),57800.0,0.9096,0.7084,5.9725,313.2576,207.9368,345.3735,0.2652,1.55,0.87,0.0127,8.0,21.9,1914-Oct-14 08:45 ± < 00:01,0.02222,0.02222,21.5,21.49,21.9,0.25,1.0,True
509,1998 KJ9,Apollo Asteroid (Hazard),57800.0,1.448,0.6398,10.9291,260.039,98.6138,232.4922,0.5216,2.37,1.74,0.0055,27.0,19.4,1914-Dec-31 12:01 ± < 00:01,0.00156,0.00155,21.1,21.02,19.6,0.72,4.0,True
510,2005 YQ96,Aten Asteroid (Hazard),57800.0,0.7434,0.3336,22.2245,340.1099,282.696,329.0938,0.4954,0.99,0.64,0.0187,30.0,20.4,1915-Jan-02 12:59 ± < 00:01,0.02477,0.02477,12.67,12.67,20.6,0.45,2.0,True
516,2015 FV284,Apollo Asteroid (Hazard),57800.0,1.7823,0.4893,8.8192,148.3891,317.2176,313.2596,0.9103,2.65,2.38,0.0186,15.0,20.8,1915-Feb-11 03:12 ±    00:09,0.02088,0.02086,10.32,10.31,20.9,0.39,2.0,True
519,2002 CZ9,Apollo Asteroid (Hazard),57800.0,1.3256,0.3603,4.9711,80.7935,142.8939,256.2186,0.8481,1.8,1.53,0.0255,11.0,22.0,1915-Mar-02 19:57 ±    00:03,0.03842,0.0384,9.09,9.09,22.1,0.23,1.0,True
520,2002 AT4,Amor Asteroid (Hazard),57800.0,1.8669,0.4464,1.5001,203.0576,323.4934,311.2381,1.0335,2.7,2.55,0.0422,9.0,21.2,1915-Mar-06 06:51 ±    00:06,0.04025,0.04025,5.38,5.37,21.2,0.34,1.0,True
